ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,fuel_system,transmission,drive_type,fuel_consumption,brand,grade,year_of_manufacture,car_name,price,type_of_engine,engine_capacity,normalised_mileage,normalised_engine_capacity,normalised_num_of_doors,normalised_seating_capacity,normalised_fuel_consumption,normalised_price
4902793,domestic assembly,used car,crossover,42000,white,cream,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,7.0,hyundai,tucson,2018.0,Hyundai Tucson 1.6 AT Turbo 2018,29959.58088,petrol,1.6,0.21,0.33,0.67,0.21,0.5,0.74
4902801,domestic assembly,used car,sedan,28000,white,black,4,5,,automatic,rfd - rear-wheel drive,11.0,vinfast,lux a 2.0,2021.0,VinFast Lux A 2.0 Premium 2.0 AT 2021 car,30364.44008,petrol,2.0,0.14,0.5,0.33,0.21,1.0,0.75
4902816,imported,used car,4x4,70000,white,black,4,5,,manual,rfd - rear-wheel drive,7.0,chevrolet,colorado,2017.0,Chevrolet Colorado LT 2.5L 4x2 MT 2017,15384.64964,diesel,2.5,0.35,0.71,0.33,0.21,0.5,0.38
4902817,domestic assembly,used car,sedan,58000,black,black,4,5,f1,automatic,fwd - front-wheel drive,8.0,mazda,6,2014.0,Mazda 6 2.5 AT 2014,18825.95285,petrol,2.5,0.29,0.71,0.33,0.21,0.62,0.46
4902823,domestic assembly,used car,hatchback,55000,white,cream,5,5,,automatic,fwd - front-wheel drive,6.0,kia,morning,2019.0,Kia Morning Luxury 2019 car,13765.21284,petrol,1.25,0.28,0.19,0.67,0.21,0.38,0.34
4902826,domestic assembly,used car,van/minivan,90000,brown,brown,5,7,,automatic,fwd - front-wheel drive,8.0,kia,sedona,2017.0,Kia Sedona 2.2L DAT 2017,27530.42567,diesel,2.2,0.45,0.58,0.67,0.36,0.62,0.68
4902855,imported,used car,sedan,15000,white,black,5,5,h,automatic,fwd - front-wheel drive,4.0,mitsubishi,attrage,2022.0,Mitsubishi Attrage 1.2 CVT 2022,17206.51605,petrol,1.2,0.08,0.17,0.67,0.21,0.12,0.42
4902872,imported,used car,crossover,29000,red,black,5,5,,automatic,fwd - front-wheel drive,7.0,mazda,cx 30,2021.0,Mazda CX 30 Premium 2.0 AT 2021 car,29757.15128,petrol,2.0,0.15,0.5,0.67,0.21,0.5,0.73
4902908,domestic assembly,new car,suv,0,red,black,5,5,direct fuel injection,automatic,fwd - front-wheel drive,7.0,ford,territory,2023.0,Ford Territory Titanium X 1.5 AT 2023,35627.6097,petrol,1.5,0.0,0.29,0.67,0.21,0.5,0.88
4902915,imported,used car,4x4,69000,silver,black,4,5,spray,automatic,rfd - rear-wheel drive,6.0,isuzu,dmax,2017.0,Isuzu Dmax LS 2.5 4x2 AT 2017,19028.38245,diesel,2.5,0.35,0.71,0.33,0.21,0.38,0.47
4902919,imported,used car,hatchback,25000,white,black,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,4.0,mitsubishi,mirage,2016.0,Mitsubishi Mirage 1.2 AT 2016,12955.49443,petrol,1.2,0.13,0.17,0.67,0.21,0.12,0.32
4902928,domestic assembly,new car,suv,0,white,black,5,5,direct fuel injection,automatic,fwd - front-wheel drive,7.0,ford,territory,2023.0,Ford Territory Titanium 1.5 AT 2023 car,34413.03209,petrol,1.5,0.0,0.29,0.67,0.21,0.5,0.85
4902940,domestic assembly,used car,sedan,50000,silver,grey,4,5,,manual,fwd - front-wheel drive,5.0,toyota,vios,2016.0,Toyota Vios 1.5E 2016,14574.93124,petrol,1.5,0.25,0.29,0.33,0.21,0.25,0.36
4902951,domestic assembly,used car,suv,35000,black,black,5,5,,automatic,fwd - front-wheel drive,6.0,ford,ecosport,2019.0,Ford EcoSport Trend 1.5L AT 2019,19230.81205,petrol,1.5,0.18,0.29,0.67,0.21,0.38,0.47
4902961,imported,used car,suv,23000,white,black,5,7,8,automatic,fwd - front-wheel drive,8.0,suzuki,xl7,2021.0,Suzuki XL7 1.5 AT 2021 car,22064.82646,petrol,1.5,0.12,0.29,0.67,0.36,0.62,0.54
4902964,imported,used car,sedan,100000,black,cream,4,5,,automatic,fwd - front-wheel drive,9.0,nissan,teana,2016.0,Nissan Teana 2.5 SL 2016,27530.42567,petrol,2.5,0.5,0.71,0.33,0.21,0.75,0.68
4902976,imported,used car,van/minivan,100000,brown,cream,4,2,gasoline,automatic,fwd - front-wheel drive,7.0,kia,morning,2016.0,Kia Morning Van 1.0 AT 2016,9919.050427,petrol,1.0,0.5,0.08,0.33,0.0,0.5,0.24
4902991,domestic assembly,used car,sedan,19000,green,red,4,5,,automatic,fwd - front-wheel drive,7.0,kia,k3,2022.0,Kia K3 Premium 1.6 AT 2022 car,26801.67911,petrol,1.6,0.1,0.33,0.33,0.21,0.5,0.66
4903015,imported,used car,van/minivan,30000,take note,pink,4,3,electronic fuel injection,manual,rfd - rear-wheel drive,9.0,toyota,hiace,2004.0,Toyota Hiace Van 2.5 2004,3603.24689,diesel,2.5,0.15,0.71,0.33,0.07,0.75,0.09
4903017,domestic assembly,used car,hatchback,120000,green,gray,5,5,gasoline,manual,fwd - front-wheel drive,3.0,daewoo,matiz,2005.0,Daewoo Matiz SE 0.8 MT 2005,2267.211526,petrol,0.8,0.61,0.0,0.67,0.21,0.0,0.06
4903052,domestic assembly,used car,sedan,25000,red,brown,4,5,,automatic,rfd - rear-wheel drive,7.0,vinfast,lux a 2.0,2022.0,VinFast Lux A 2.0 Premium 2022 Car,29554.72168,petrol,2.0,0.13,0.5,0.33,0.21,0.5,0.73
4903058,domestic assembly,used car,hatchback,7000,white,black,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,hyundai,i10,2022.0,Hyundai i10 1.2 AT 2022 car,18218.66405,petrol,1.25,0.04,0.19,0.67,0.21,0.38,0.45
4903076,imported,used car,4x4,60000,sand,sand,4,5,electronic oil injection,manual,4wd - four-wheel drive (4wd),6.0,toyota,hilux,2009.0,Toyota Hilux 3.0G 4x4 MT 2009,12753.06483,diesel,3.0,0.3,0.92,0.33,0.21,0.38,0.31
4903077,domestic assembly,used car,sedan,40000,sand,yellow,4,5, spray,automatic,fwd - front-wheel drive,8.0,toyota,vios,2018.0,Toyota Vios 1.5G 2018,19838.10085,petrol,1.5,0.2,0.29,0.33,0.21,0.62,0.49
4903084,domestic assembly,used car,suv,56000,green,grey,5,7,fi,automatic,4wd - four-wheel drive (4wd),9.0,hyundai,santafe,2017.0,Hyundai SantaFe 2.2L 4WD 2017,30364.44008,diesel,2.2,0.28,0.58,0.67,0.36,0.75,0.75
4903094,domestic assembly,used car,suv,40000,silver,black,5,7,crdi,automatic,fwd - front-wheel drive,6.0,kia,rondo,2017.0,Kia Rondo DAT 2017 car,20647.81925,diesel,1.7,0.2,0.37,0.67,0.36,0.38,0.51
4903099,domestic assembly,used car,suv,70000,white,-,5,7,,automatic,4wd - four-wheel drive (4wd),7.0,nissan,x trail,2018.0,Nissan X trail V Series 2.5 SV Luxury 4WD 2018,28947.43288,petrol,2.5,0.35,0.71,0.67,0.36,0.5,0.71
4903109,imported,used car,4x4,30000,white,white,4,5,electronic oil injection,automatic,rfd - rear-wheel drive,6.0,mitsubishi,triton,2019.0,Mitsubishi Triton 4x2 AT 2019,19311.78389,diesel,2.5,0.15,0.71,0.33,0.21,0.38,0.48
4903146,domestic assembly,used car,hatchback,99000,red,black,5,5,,automatic,fwd - front-wheel drive,5.0,mazda,2,2014.0,Mazda 2S 2014,11538.48723,petrol,1.5,0.5,0.29,0.67,0.21,0.25,0.28
4903160,domestic assembly,used car,crossover,84000,black,brown,5,8,,automatic,rfd - rear-wheel drive,9.0,toyota,innova,2018.0,Toyota Innova 2.0 Venturer 2018,26315.84807,petrol,2.0,0.42,0.5,0.67,0.43,0.75,0.65
4903176,domestic assembly,new car,4x4,0,white,black,4,5,common rail,automatic,rfd - rear-wheel drive,7.0,ford,ranger,2023.0,Ford Ranger XLS 2.0L 4x2 AT 2023,26234.87623,diesel,2.2,0.0,0.58,0.33,0.21,0.5,0.65
4903193,domestic assembly,new car,4x4,0,black,black,4,5,common rail,automatic,4wd - four-wheel drive (4wd),7.0,ford,ranger,2023.0,Ford Ranger XLT 2.0L 4x4 AT 2023,33603.31369,diesel,2.2,0.0,0.58,0.33,0.21,0.5,0.83
4903211,domestic assembly,new car,suv,0,brown,black,5,5,direct fuel injection,automatic,fwd - front-wheel drive,7.0,ford,territory,2023.0,Ford Territory Trend 1.5 AT 2023 car,31174.15849,petrol,1.5,0.0,0.29,0.67,0.21,0.5,0.77
4903218,imported,new car,4x4,0,white,black,4,5,direct oil injection,automatic,4wd - four-wheel drive (4wd),7.0,ford,ranger,2023.0,Ford Ranger Raptor 2.0L 4x4 AT 2023,40485.92011,diesel,2.0,0.0,0.5,0.33,0.21,0.5,1.0
4903226,domestic assembly,used car,sedan,90000,white,black,4,5,turbo,automatic,fwd - front-wheel drive,7.0,honda,city,2014.0,Honda City 1.5 AT 2014 car,14574.93124,petrol,1.5,0.45,0.29,0.33,0.21,0.5,0.36
4903227,domestic assembly,used car,sedan,11000,red,cream,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,hyundai,accent,2022.0,Hyundai Accent 1.4 AT Special 2022,21052.67846,petrol,1.4,0.06,0.25,0.33,0.21,0.38,0.52
4903236,domestic assembly,new car,suv,0,white,black,5,5,direct fuel injection,automatic,fwd - front-wheel drive,7.0,ford,territory,2023.0,Ford Territory Titanium X 1.5 AT 2023,35627.6097,petrol,1.5,0.0,0.29,0.67,0.21,0.5,0.88
4903244,imported,used car,suv,12000,green,black,5,7,,automatic,fwd - front-wheel drive,8.0,suzuki,xl7,2020.0,Suzuki XL7 1.5 AT 2020 car,21255.10806,petrol,1.5,0.06,0.29,0.67,0.36,0.62,0.52
4903261,imported,used car,4x4,90000,white,cream,4,5,electronic spraying,automatic,rfd - rear-wheel drive,6.0,nissan,navara,2016.0,Nissan Navara EL 2.5AT 2WD 2016,17327.97381,diesel,2.5,0.45,0.71,0.33,0.21,0.38,0.43
4903272,imported,used car,suv,25000,green,brown,5,5,supercharged & turbocharged,automatic,awd - 4-wheel drive (awd),8.0,volvo,xc60,2021.0,Volvo XC60 T6 AWD Inscription 2021,40485.92011,petrol,2.0,0.13,0.5,0.67,0.21,0.62,1.0
4903277,imported,new car,crossover,0,black,black,5,5,gasoline,automatic,fwd - front-wheel drive,7.0,honda,hrv,2023.0,Honda HRV G 2023 car,28299.65816,petrol,1.5,0.0,0.29,0.67,0.21,0.5,0.7
4903288,domestic assembly,used car,suv,90000,yellow,gray,5,7,electronic oil injection,automatic,fwd - front-wheel drive,7.0,kia,sorento,2014.0,Kia Sorento DATH 2.2L 2WD 2014,24089.12247,diesel,2.2,0.45,0.58,0.67,0.36,0.5,0.59
4903298,imported,used car,van/minivan,90000,white,white,4,2,,automatic,fwd - front-wheel drive,5.0,kia,morning,2014.0,Kia Morning Van 1.0 AT 2014,9311.761627,petrol,1.0,0.45,0.08,0.33,0.0,0.25,0.23
4903307,domestic assembly,used car,hatchback,90000,grey,grey,5,5,nature,automatic,fwd - front-wheel drive,6.0,vinfast,fadil,2019.0,VinFast Fadil 1.4 AT 2019 car,13481.8114,petrol,1.4,0.45,0.25,0.67,0.21,0.38,0.33
4903318,domestic assembly,used car,suv,120000,black,yellow,5,8,fj,automatic,4wd - four-wheel drive (4wd),9.0,toyota,fortuner,2011.0,Toyota Fortuner 2.7V 4x4 AT 2011,16194.36805,petrol,2.7,0.61,0.79,0.67,0.43,0.75,0.4
4903327,domestic assembly,used car,suv,4600,copper,black,5,5,gasoline,automatic,fwd - front-wheel drive,6.0,ford,ecosport,2021.0,Ford EcoSport Titanium 1.5 AT 2021,24251.06615,petrol,1.5,0.02,0.29,0.67,0.21,0.38,0.6
4903331,imported,used car,4x4,50000,green,black,4,5,,automatic,4wd - four-wheel drive (4wd),7.0,ford,ranger,2020.0,Ford Ranger Raptor 2.0L 4x4 AT 2020,40485.92011,diesel,2.0,0.25,0.5,0.33,0.21,0.5,1.0
4903338,domestic assembly,used car,sedan,18000,red,cream,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,7.0,hyundai,accent,2022.0,Hyundai Accent 1.4 AT 2022,19392.75573,petrol,1.4,0.09,0.25,0.33,0.21,0.5,0.48
4903349,domestic assembly,used car,sedan,70000,brown,cream,4,5,,automatic,fwd - front-wheel drive,5.0,toyota,corolla altis,2015.0,Toyota Corolla altis 1.8G AT 2015,20040.53045,petrol,1.8,0.35,0.42,0.33,0.21,0.25,0.49
4903353,imported,used car,4x4,90000,white,cream,4,5, electronic injector,automatic,rfd - rear-wheel drive,7.0,nissan,navara,2016.0,Nissan Navara EL 2.5AT 2WD 2016,17327.97381,diesel,2.5,0.45,0.71,0.33,0.21,0.5,0.43
4903361,domestic assembly,used car,hatchback,8000,red,black,5,5,,automatic,fwd - front-wheel drive,5.0,vinfast,fadil,2022.0,VinFast Fadil Premium Car 1.4 AT 2022,14777.36084,petrol,1.4,0.04,0.25,0.67,0.21,0.25,0.36
4903382,imported,new car,suv,0,white,brown,5,5,,automatic,fwd - front-wheel drive,7.0,toyota,corolla cross,2022.0,Toyota Corolla Cross 1.8V 2022,34939.34905,petrol,1.8,0.0,0.42,0.67,0.21,0.5,0.86
4903390,domestic assembly,used car,suv,368,white,green,5,5,,automatic,fwd - front-wheel drive,8.0,ford,territory,2023.0,Ford Territory Titanium X 1.5 AT 2023,37166.07466,petrol,1.5,0.0,0.29,0.67,0.21,0.62,0.92
4903394,imported,used car,4x4,130000,black,black,4,5,,automatic,rfd - rear-wheel drive,11.0,ford,ranger,2016.0,Ford Ranger XLS 2.2L 4x2 AT 2016,20242.96005,diesel,2.2,0.66,0.58,0.33,0.21,1.0,0.5
4903401,imported,new car,suv,0,black,black,5,7,common rail,automatic,rfd - rear-wheel drive,8.0,ford,everest,2023.0,Ford Everest Titanium 2.0L 4x2 AT 2023,11578.97315,diesel,2.0,0.0,0.5,0.67,0.36,0.62,0.29
4903404,domestic assembly,used car,suv,81000,white,black,5,5,gasoline,automatic,fwd - front-wheel drive,7.0,ford,ecosport,2017.0,Ford EcoSport Titanium 1.5L AT 2017,16963.60053,petrol,1.5,0.41,0.29,0.67,0.21,0.5,0.42
4903413,domestic assembly,used car,suv,37000,white,black,5,7,,automatic,fwd - front-wheel drive,7.0,peugeot,5008,2019.0,Peugeot 5008 1.6 AT 2019,35222.75049,petrol,1.6,0.19,0.33,0.67,0.36,0.5,0.87
4903433,domestic assembly,used car,crossover,120000,sand,yellow,5,7,,automatic,fwd - front-wheel drive,9.0,kia,carens,2010.0,Kia Carens SX 2.0 AT 2010,11943.34643,petrol,2.0,0.61,0.5,0.67,0.36,0.75,0.29
4903445,domestic assembly,new car,suv,0,white,brown,5,7,direct oil injection,automatic,awd - 4-wheel drive (awd),7.0,hyundai,santafe,2023.0,Hyundai SantaFe Premium 2.2L HTRAC 2023,40485.92011,diesel,2.2,0.0,0.58,0.67,0.36,0.5,1.0
4903451,domestic assembly,used car,sedan,176000,yellow,colorful,4,5,,manual,fwd - front-wheel drive,8.0,daewoo,gentra,2009.0,Daewoo Gentra SX 1.5 MT 2009,6477.747217,petrol,1.5,0.89,0.29,0.33,0.21,0.62,0.16
4903481,imported,used car,4x4,26000,white,black,4,5,diesel,automatic,rfd - rear-wheel drive,7.0,ford,ranger,2020.0,Ford Ranger XLS 2.2L 4x2 AT 2020,23441.34775,diesel,2.2,0.13,0.58,0.33,0.21,0.5,0.58
4903485,domestic assembly,used car,suv,0,green,cream,5,8,bxc,manual,rfd - rear-wheel drive,10.0,mitsubishi,jolie,2003.0,Mitsubishi Jolie SS 2003,3846.162411,petrol,2.0,0.0,0.5,0.67,0.43,0.88,0.09
4903497,imported,used car,suv,13000,orange,black,5,7,gasoline,automatic,fwd - front-wheel drive,6.0,mitsubishi,xpander,2022.0,Mitsubishi Xpander Cross 1.5 AT 2022,27773.34119,petrol,1.5,0.07,0.29,0.67,0.36,0.38,0.69
4903506,domestic assembly,new car,sedan,0,white,cream,4,5,direct fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,accent,2023.0,Hyundai Accent 1.4 AT 2023,18866.43877,petrol,1.4,0.0,0.25,0.33,0.21,0.25,0.47
4903548,domestic assembly,used car,sedan,123456,black,cream,4,5,,manual,fwd - front-wheel drive,6.0,toyota,vios,2014.0,Toyota Vios 1.5E 2014,10526.33923,petrol,1.5,0.62,0.29,0.33,0.21,0.38,0.26
4903556,domestic assembly,used car,sedan,50000,green,black,4,5,,automatic,fwd - front-wheel drive,6.0,mazda,6,2016.0,Mazda 6 2.0 AT 2016,21052.67846,petrol,2.0,0.25,0.5,0.33,0.21,0.38,0.52
4903562,domestic assembly,used car,hatchback,0,green,colorful,5,5,,manual,fwd - front-wheel drive,5.0,daewoo,matiz,2005.0,Daewoo Matiz SE 0.8 MT 2005,1821.866405,petrol,0.8,0.0,0.0,0.67,0.21,0.25,0.04
4903576,domestic assembly,used car,sedan,52000,white,-,4,5,,automatic,fwd - front-wheel drive,7.0,toyota,vios,2020.0,Toyota Vios 1.5G 2020,19635.67125,petrol,1.5,0.26,0.29,0.33,0.21,0.5,0.48
4903582,domestic assembly,used car,sedan,43670,black,black,4,5,turbo direct injection,automatic,rfd - rear-wheel drive,8.0,mercedes benz,c class,2007.0,Mercedes Benz C class C200 Avantgarde 2007,13360.35363,petrol,1.8,0.22,0.42,0.33,0.21,0.62,0.33
4903599,imported,used car,hatchback,123456,green,cream,5,5,,automatic,fwd - front-wheel drive,7.0,suzuki,alto,2009.0,Suzuki Alto 1.0 AT 2009 car,7287.46562,petrol,1.0,0.62,0.08,0.67,0.21,0.5,0.18
4903608,imported,used car,hatchback,45300,white,colorful,5,5,,manual,fwd - front-wheel drive,5.0,suzuki,celerio,2019.0,Suzuki Celerio 1.0 MT 2019,10121.48003,petrol,1.0,0.23,0.08,0.67,0.21,0.25,0.25
4903613,imported,used car,4x4,26000,white,black,4,5,tdci,automatic,rfd - rear-wheel drive,7.0,ford,ranger,2020.0,Ford Ranger XLS 2.2L 4x2 AT 2020,23441.34775,diesel,2.2,0.13,0.58,0.33,0.21,0.5,0.58
4903623,imported,used car,van/minivan,135000,silver,silver,4,9,electronic,automatic,rfd - rear-wheel drive,10.0,hyundai,grand starex,2008.0,Hyundai Grand Starex 2.4 AT 2008,12753.06483,petrol,2.4,0.68,0.67,0.33,0.5,0.88,0.31
4903638,imported,used car,suv,27000,black,brown,5,5,electronic injector,automatic,fwd - front-wheel drive,8.0,toyota,corolla cross,2020.0,Toyota Corolla Cross 1.8V 2020,30971.72889,petrol,1.8,0.14,0.42,0.67,0.21,0.62,0.76
4903639,domestic assembly,used car,suv,80000,take note,black,6,5,i-vtec,automatic,fwd - front-wheel drive,8.0,honda,crv,2014.0,Honda CRV 2.4 AT 2014,21659.96726,petrol,2.4,0.4,0.67,1.0,0.21,0.62,0.53
4903645,domestic assembly,used car,crossover,123456,silver,cream,5,8,,manual,rfd - rear-wheel drive,10.0,toyota,innova,2007.0,Toyota Innova 2.0 MT 2007,6275.317617,petrol,2.0,0.62,0.5,0.67,0.43,0.88,0.15
4903651,imported,used car,sedan,90000,black,black,4,5,1.8,automatic,fwd - front-wheel drive,7.0,toyota,corolla,2008.0,Toyota Corolla S 1.8 AT 2008,14817.84676,petrol,1.8,0.45,0.42,0.33,0.21,0.5,0.37
4903667,domestic assembly,used car,sedan,11000,green,gray,4,5,,automatic,fwd - front-wheel drive,7.0,kia,cerato,2020.0,Kia Cerato 1.6 AT Luxury 2020,22267.25606,petrol,1.6,0.06,0.33,0.33,0.21,0.5,0.55
4903676,domestic assembly,used car,sedan,67000,black,colorful,4,5,,automatic,fwd - front-wheel drive,9.0,honda,civic,2008.0,Honda Civic 2.0 AT 2008,11943.34643,petrol,2.0,0.34,0.5,0.33,0.21,0.75,0.29
4903680,domestic assembly,used car,sedan,20000,red,black,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,honda,city,2022.0,Honda City RS 1.5 AT 2022 car,22874.54486,petrol,1.5,0.1,0.29,0.33,0.21,0.38,0.56
4903681,imported,used car,4x4,5,red,brown,4,5,oil,automatic,4wd - four-wheel drive (4wd),8.0,chevrolet,colorado,2018.0,Chevrolet Colorado High Country 2.5L 4x4 AT 2018,22105.31238,diesel,2.5,0.0,0.71,0.33,0.21,0.62,0.55
4903685,domestic assembly,used car,suv,85000,silver,cream,5,8,electronic injector,manual,rfd - rear-wheel drive,7.0,toyota,fortuner,2013.0,Toyota Fortuner 2.5G 2013,22672.11526,diesel,2.5,0.43,0.71,0.67,0.43,0.5,0.56
4903687,domestic assembly,used car,suv,90000,grey,black,5,5,skyactiv,automatic,fwd - front-wheel drive,7.0,mazda,cx5,2017.0,Mazda CX5 2.5 AT 2WD 2017,24898.84087,petrol,2.5,0.45,0.71,0.67,0.21,0.5,0.61
4903688,imported,used car,4x4,82668,grey,colorful,4,5, electronic oil injection,automatic,4wd - four-wheel drive (4wd),6.0,ford,ranger,2016.0,Ford Ranger Wildtrak 3.2L 4x4 AT 2016,24898.84087,diesel,3.2,0.42,1.0,0.33,0.21,0.38,0.61
4903703,domestic assembly,used car,sedan,187000,silver,cream,4,5,electronic fuel injection,manual,fwd - front-wheel drive,6.0,toyota,vios,2010.0,Toyota Vios 1.5E 2010 car,9514.191227,petrol,1.5,0.94,0.29,0.33,0.21,0.38,0.23
4903717,imported,used car,hatchback,140000,green,black,5,5,,automatic,fwd - front-wheel drive,6.0,kia,morning,2007.0,Kia Morning SLX 1.0 AT 2007 car,6315.803537,petrol,1.0,0.71,0.08,0.67,0.21,0.38,0.16
4903731,imported,used car,suv,18000,black,black,5,7,electronic injector,automatic,fwd - front-wheel drive,7.0,mitsubishi,xpander,2021.0,Mitsubishi Xpander 1.5 AT 2021,24089.12247,petrol,1.5,0.09,0.29,0.67,0.36,0.5,0.59
4903785,domestic assembly,used car,suv,50000,green,cream,5,7,,automatic,fwd - front-wheel drive,7.0,kia,sorento,2017.0,Kia Sorento DATH 2017 car,28299.65816,diesel,2.2,0.25,0.58,0.67,0.36,0.5,0.7
4903810,imported,new car,sedan,0,grey,black,5,5,1.5 naturally aspirated,automatic,fwd - front-wheel drive,5.0,mg,5,2022.0,MG 5 Luxury 1.5 AT 2022 car,22591.14342,petrol,1.5,0.0,0.29,0.67,0.21,0.25,0.56
4903837,imported,used car,suv,3900,black,black,5,5,vvti,automatic,fwd - front-wheel drive,6.0,toyota,corolla cross,2021.0,Toyota Corolla Cross 1.8G 2021,27327.99607,petrol,1.8,0.02,0.42,0.67,0.21,0.38,0.67
4903840,domestic assembly,used car,crossover,115000,sand,cream,5,8,2,manual,rfd - rear-wheel drive,9.0,toyota,innova,2011.0,Toyota Innova G 2011 car,11295.57171,petrol,2.0,0.58,0.5,0.67,0.43,0.75,0.28
4903853,imported,used car,sedan,38000,white,white,4,5,,manual,fwd - front-wheel drive,5.0,hyundai,i10,2017.0,Hyundai i10 Grand 1.2 MT 2017,10890.71251,petrol,1.25,0.19,0.19,0.33,0.21,0.25,0.27
4903857,domestic assembly,used car,suv,30000,white,black,5,5,,automatic,fwd - front-wheel drive,8.0,mazda,cx5,2022.0,Mazda CX5 Premium 2.0 AT 2022 car,32793.59529,petrol,2.0,0.15,0.5,0.67,0.21,0.62,0.81
4903870,imported,used car,van/minivan,1000,cream,gray,5,2, electronic fuel injection,automatic,fwd - front-wheel drive,5.0,kia,morning,2016.0,Kia Morning Van 1.0 AT 2016,10323.90963,petrol,1.0,0.01,0.08,0.67,0.0,0.25,0.25
4903894,imported,new car,4x4,0,take note,black,4,5,,automatic,4wd - four-wheel drive (4wd),7.0,ford,ranger,2023.0,Ford Ranger Raptor 2.0L 4x4 AT 2023,40485.92011,diesel,2.0,0.0,0.5,0.33,0.21,0.5,1.0
4903909,imported,new car,suv,0,yellow,black,5,7,,automatic,4wd - four-wheel drive (4wd),7.0,ford,everest,2023.0,Ford Everest Wildtrak 2.0L 4x4 AT 2023,40485.92011,diesel,2.0,0.0,0.5,0.67,0.36,0.5,1.0
4903924,imported,used car,sedan,135000,green,cream,4,5,,automatic,rfd - rear-wheel drive,8.0,mercedes benz,e class,2003.0,Mercedes Benz E class E200 2003,9919.050427,petrol,1.8,0.68,0.42,0.33,0.21,0.62,0.24
4903954,imported,used car,van/minivan,70000,green,black,5,2,1,automatic,fwd - front-wheel drive,5.0,kia,morning,2011.0,Kia Morning VAN 1.0 AT 2011,7004.06418,petrol,1.0,0.35,0.08,0.67,0.0,0.25,0.17
4903998,domestic assembly,used car,sedan,81000,white,black,4,5, injector,manual,fwd - front-wheel drive,5.0,toyota,vios,2020.0,Toyota Vios 1.5E MT 2020,15587.07924,petrol,1.5,0.41,0.29,0.33,0.21,0.25,0.38
4904002,domestic assembly,used car,suv,51286,red,black,5,5,,automatic,fwd - front-wheel drive,7.0,mazda,cx5,2019.0,Mazda CX5 2.0 AT 2019 car,29757.15128,petrol,2.0,0.26,0.5,0.67,0.21,0.5,0.73
4904009,domestic assembly,used car,suv,14000,grey,black,5,5,skyactiv,automatic,fwd - front-wheel drive,7.0,mazda,cx5,2022.0,Mazda CX5 Premium 2.0 AT 2022 car,33198.45449,petrol,2.0,0.07,0.5,0.67,0.21,0.5,0.82
4904016,domestic assembly,used car,sedan,40000,white,cream,4,5,gasoline,automatic,fwd - front-wheel drive,6.0,toyota,vios,2020.0,Toyota Vios 1.5E CVT 2020,18218.66405,petrol,1.5,0.2,0.29,0.33,0.21,0.38,0.45
4904048,imported,used car,4x4,52000,orange,colorful,4,5,oil,automatic,4wd - four-wheel drive (4wd),8.0,ford,ranger,2017.0,Ford Ranger Wildtrak 3.2L 4x4 AT 2017,24251.06615,diesel,3.2,0.26,1.0,0.33,0.21,0.62,0.6
4904058,domestic assembly,used car,hatchback,40000,white,colorful,5,5,,automatic,fwd - front-wheel drive,7.0,hyundai,i10,2018.0,Hyundai i10 Grand 1.2 AT 2018 car,14979.79044,petrol,1.25,0.2,0.19,0.67,0.21,0.5,0.37
4904061,domestic assembly,used car,sedan,68000,white,white,4,5,,automatic,fwd - front-wheel drive,5.0,honda,city,2019.0,Honda City 1.5 2019 car,17408.94565,petrol,1.5,0.34,0.29,0.33,0.21,0.25,0.43
4904082,imported,used car,sedan,120000,take note,cream,4,5,mpi,automatic,fwd - front-wheel drive,9.0,honda,accord,2008.0,Honda Accord 2.4 AT 2008,13562.78324,petrol,2.4,0.61,0.67,0.33,0.21,0.75,0.33
4904098,domestic assembly,used car,sedan,70000,red,black,4,5,gasoline,automatic,rfd - rear-wheel drive,10.0,mercedes benz,c class,2013.0,Mercedes Benz C class C300 AMG 2013,23805.72103,petrol,3.0,0.35,0.92,0.33,0.21,0.88,0.59
4904111,domestic assembly,used car,sedan,29000,white,gray,4,5,,automatic,fwd - front-wheel drive,7.0,nissan,sunny,2019.0,Nissan Sunny XV Premium 2019 car,15991.93845,petrol,1.5,0.15,0.29,0.33,0.21,0.5,0.39
4904112,domestic assembly,used car,sedan,40000,black,black,4,5,,automatic,fwd - front-wheel drive,3.0,toyota,camry,2018.0,Toyota Camry 2.0E 2018,29554.72168,petrol,2.0,0.2,0.5,0.33,0.21,0.0,0.73
4904115,domestic assembly,used car,crossover,1200,red,white,5,5,direct spray,automatic,fwd - front-wheel drive,7.0,kia,seltos,2021.0,Kia Seltos Luxury 1.4 AT 2021,27732.85527,petrol,1.4,0.01,0.25,0.67,0.21,0.5,0.68
4904127,domestic assembly,used car,sedan,120000,black,black,4,5,electronic fuel injector,automatic,fwd - front-wheel drive,6.0,chevrolet,aveo,2014.0,Chevrolet Aveo LTZ 1.5 AT 2014,10323.90963,petrol,1.5,0.61,0.29,0.33,0.21,0.38,0.25
