ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,fuel_system,transmission,drive_type,fuel_consumption,brand,grade,year_of_manufacture,car_name,price,type_of_engine,engine_capacity,normalised_mileage,normalised_engine_capacity,normalised_num_of_doors,normalised_seating_capacity,normalised_fuel_consumption,normalised_price
97011,domestic assembly,new car,van/minivan,0,white,gray,5,2,,manual,rfd - rear-wheel drive,7.0,suzuki,super carry van,2023.0,Suzuki Super Carry Van Blind Van 2023,12105.29011,petrol,1.0,0.0,0.08,0.67,0.0,0.5,0.3
142495,domestic assembly,new car,4x4,0,grey,black,4,5,single turbo oil injection,automatic,rfd - rear-wheel drive,7.0,ford,ranger,2023.0,Ford Ranger XLS 2.0L 4x2 AT 2023,27854.31303,diesel,2.2,0.0,0.58,0.33,0.21,0.5,0.69
143308,domestic assembly,new car,4x4,0,black,black,4,5,single turbo oil injection,automatic,4wd - four-wheel drive (4wd),7.0,ford,ranger,2023.0,Ford Ranger XLT 2.0L 4x4 AT 2023,33603.31369,diesel,2.2,0.0,0.58,0.33,0.21,0.5,0.83
174951,domestic assembly,new car,van/minivan,0,white,cream,4,7,tdci,manual,rfd - rear-wheel drive,9.0,ford,transit,2023.0,Ford Transit Ambulance 2023,38056.76491,diesel,2.2,0.0,0.58,0.33,0.36,0.75,0.94
183963,domestic assembly,new car,sedan,0,white,yellow,4,5,multi-point electronic fuel injection,automatic,fwd - front-wheel drive,6.0,toyota,vios,2022.0,Toyota Vios E CVT 2022,21943.3687,petrol,1.5,0.0,0.29,0.33,0.21,0.38,0.54
203337,imported,new car,suv,0,white,black,5,7,single turbo oil injection,automatic,rfd - rear-wheel drive,7.0,ford,everest,2023.0,Ford Everest Ambiente 2.0L 4x2 AT 2023,40485.92011,diesel,2.0,0.0,0.5,0.67,0.36,0.5,1.0
304604,domestic assembly,new car,sedan,0,black,cream,4,5,vvti,automatic,fwd - front-wheel drive,6.0,toyota,vios,2022.0,Toyota Vios G 1.5 CVT 2022,23967.66471,petrol,1.5,0.0,0.29,0.33,0.21,0.38,0.59
449343,domestic assembly,new car,suv,0,white,black,5,7,multi-point electronic fuel injection,automatic,fwd - front-wheel drive,8.0,mitsubishi,outlander,2022.0,Mitsubishi Outlander 2.0 CVT 2022,33400.88409,petrol,2.0,0.0,0.5,0.67,0.36,0.62,0.82
449349,domestic assembly,new car,suv,0,silver,black,5,7,electronic fuel injection,manual,fwd - front-wheel drive,6.0,mitsubishi,xpander,2022.0,Mitsubishi Xpander 1.5 MT 2022,22469.68566,petrol,1.5,0.0,0.29,0.67,0.36,0.38,0.55
747206,domestic assembly,new car,sedan,0,white,black,4,5,electronic fuel injection,manual,fwd - front-wheel drive,5.0,toyota,vios,2023.0,Toyota Vios E 1.5 MT 2023,19797.61493,petrol,1.5,0.0,0.29,0.33,0.21,0.25,0.49
1342730,domestic assembly,new car,sedan,0,black,black,4,5,electronic fuel injection,automatic,rfd - rear-wheel drive,8.0,mercedes benz,c class,2022.0,Mercedes Benz C class C200 Avantgarde 2022,40485.92011,petrol,1.5,0.0,0.29,0.33,0.21,0.62,1.0
1393396,domestic assembly,new car,sedan,0,grey,black,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,mazda,3,2023.0,Mazda 3 1.5L Premium 2023,29716.66536,petrol,1.5,0.0,0.29,0.33,0.21,0.38,0.73
1393417,domestic assembly,new car,sedan,0,red,black,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,mazda,3,2023.0,Mazda 3 1.5L Deluxe 2023,24453.49575,petrol,1.5,0.0,0.29,0.33,0.21,0.38,0.6
1394005,domestic assembly,new car,hatchback,0,red,black,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,mazda,3,2023.0,Mazda 3 1.5L Sport Premium 2023,29109.37656,petrol,1.5,0.0,0.29,0.67,0.21,0.38,0.72
1429536,domestic assembly,new car,sedan,0,black,gray,4,5,electronic fuel injection,manual,fwd - front-wheel drive,5.0,hyundai,accent,2023.0,Hyundai Accent 1.4 MT 2023,17206.51605,petrol,2.0,0.0,0.5,0.33,0.21,0.25,0.42
1429547,domestic assembly,new car,suv,0,black,brown,5,7,electronic fuel injection,automatic,awd - 4-wheel drive (awd),6.0,hyundai,santafe,2023.0,Hyundai SantaFe Premium 2.5L HTRAC 2023,40485.92011,petrol,2.5,0.0,0.71,0.67,0.36,0.38,1.0
1429562,domestic assembly,new car,crossover,0,white,black,5,5,smartstream g2.0,automatic,fwd - front-wheel drive,5.0,hyundai,tucson,2022.0,Hyundai Tucson 2.0 AT Standard 2022,32064.84873,petrol,2.0,0.0,0.5,0.67,0.21,0.25,0.79
1429579,imported,new car,van/minivan,0,white,black,5,7,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,stargazer,2022.0,Hyundai Stargazer Special 1.5 AT 2022,22186.28422,petrol,1.5,0.0,0.29,0.67,0.36,0.25,0.55
1429653,imported,new car,crossover,0,white,black,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,creta,2022.0,Hyundai Creta Standard 1.5 AT 2022,22955.5167,petrol,1.5,0.0,0.29,0.67,0.21,0.25,0.57
1464997,domestic assembly,new car,hatchback,0,white,colorful,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,4.0,hyundai,i10,2023.0,Hyundai i10 1.2 AT 2023 car,16639.71317,petrol,1.25,0.0,0.19,0.67,0.21,0.12,0.41
1465025,domestic assembly,new car,sedan,0,red,black,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,elantra,2022.0,Hyundai Elantra 1.6 AT Special 2022,25101.27047,petrol,1.6,0.0,0.33,0.33,0.21,0.25,0.62
1465065,domestic assembly,new car,suv,0,white,brown,5,7,electronic fuel injection,automatic,awd - 4-wheel drive (awd),6.0,hyundai,santafe,2023.0,Hyundai SantaFe Premium 2.5L HTRAC 2023,40485.92011,petrol,2.5,0.0,0.71,0.67,0.36,0.38,1.0
1465078,domestic assembly,new car,sedan,0,red,black,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,elantra,2023.0,Hyundai Elantra N-Line 1.6 Turbo AT 2023,31133.67257,petrol,1.6,0.0,0.33,0.33,0.21,0.25,0.77
1465099,domestic assembly,new car,suv,0,white,brown,5,7,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,santafe,2023.0,Hyundai SantaFe Standard 2.5L 2023,40485.92011,petrol,2.5,0.0,0.71,0.67,0.36,0.25,1.0
1465123,domestic assembly,new car,hatchback,0,red,black,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,i10,2023.0,Hyundai i10 1.2 AT 2023 car,16680.19909,petrol,1.25,0.0,0.19,0.67,0.21,0.25,0.41
1467840,imported,new car,van/minivan,0,black,gray,5,7,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,stargazer,2022.0,Hyundai Stargazer Premium 1.5 AT 2022,24493.98167,petrol,1.5,0.0,0.29,0.67,0.36,0.25,0.6
1519607,domestic assembly,new car,crossover,0,white,black,5,5,electronic oil injection,automatic,fwd - front-wheel drive,5.0,hyundai,tucson,2023.0,Hyundai Tucson 2.0 AT CRDi Special 2023,40485.92011,diesel,2.0,0.0,0.5,0.67,0.21,0.25,1.0
1580673,domestic assembly,new car,sedan,0,white,gray,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,accent,2023.0,Hyundai Accent 1.4 AT Special 2023,20728.79109,petrol,1.4,0.0,0.25,0.33,0.21,0.25,0.51
1599616,domestic assembly,new car,crossover,0,take note,sand,5,8,,automatic,rfd - rear-wheel drive,9.0,toyota,innova,2023.0,Toyota Innova 2.0G 2023 car,35222.75049,petrol,2.0,0.0,0.5,0.67,0.43,0.75,0.87
1668465,imported,new car,crossover,0,grey,black,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,creta,2022.0,Hyundai Creta Special 1.5 AT 2022,25020.29863,petrol,1.5,0.0,0.29,0.67,0.21,0.25,0.62
1736820,imported,new car,4x4,0,orange,black,4,5,,automatic,rfd - rear-wheel drive,7.0,toyota,hilux,2023.0,Toyota Hilux 2.4L 4x2 AT 2023,34494.00393,diesel,2.4,0.0,0.67,0.33,0.21,0.5,0.85
1784799,imported,new car,sedan,0,white,gray,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,suzuki,ciaz,2022.0,Suzuki Ciaz 1.4 AT 2022 car,21619.48134,petrol,1.4,0.0,0.25,0.33,0.21,0.25,0.53
1875988,imported,new car,crossover,0,red,black,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,creta,2022.0,Hyundai Creta Special 1.5 AT 2022,25020.29863,petrol,1.5,0.0,0.29,0.67,0.21,0.25,0.62
1876186,imported,new car,crossover,0,black,black,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,creta,2022.0,Hyundai Creta Special 1.5 AT 2022,25020.29863,petrol,1.5,0.0,0.29,0.67,0.21,0.25,0.62
1876223,domestic assembly,new car,sedan,0,white,gray,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,accent,2023.0,Hyundai Accent 1.4 AT 2023,18744.98101,petrol,1.4,0.0,0.25,0.33,0.21,0.25,0.46
1876299,imported,new car,crossover,0,grey,black,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,creta,2022.0,Hyundai Creta Premium 1.5 AT 2022,28583.0596,petrol,1.5,0.0,0.29,0.67,0.21,0.25,0.71
1888442,domestic assembly,new car,crossover,0,white,black,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,tucson,2023.0,Hyundai Tucson 2.0 AT Special 2023,37570.93386,petrol,2.0,0.0,0.5,0.67,0.21,0.25,0.93
1939983,domestic assembly,new car,sedan,0,white,gray,4,5,electronic fuel injection,manual,fwd - front-wheel drive,4.0,hyundai,accent,2023.0,Hyundai Accent 1.4 MT Standard 2023,16396.79765,petrol,1.4,0.0,0.25,0.33,0.21,0.12,0.4
1977257,domestic assembly,new car,suv,0,green,cream,5,5,direct spray,automatic,rfd - rear-wheel drive,7.0,mercedes benz,glc,2022.0,Mercedes Benz GLC 200 2022,40485.92011,petrol,2.0,0.0,0.5,0.67,0.21,0.5,1.0
2001944,imported,new car,hatchback,0,green,black,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,4.0,suzuki,swift,2022.0,Suzuki Swift GLX 1.2 AT 2022 car,22226.77014,petrol,1.2,0.0,0.17,0.67,0.21,0.12,0.55
2050181,domestic assembly,new car,hatchback,0,white,black,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,mazda,3,2023.0,Mazda 3 1.5L Sport Luxury 2023,26680.22135,petrol,1.5,0.0,0.29,0.67,0.21,0.38,0.66
2052733,imported,new car,sedan,0,black,cream,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,8.0,toyota,corolla altis,2023.0,Toyota Corolla altis 1.8G 2023,29109.37656,petrol,1.8,0.0,0.42,0.33,0.21,0.62,0.72
2052839,domestic assembly,new car,van/minivan,0,yellow,colorful,4,16,turbo diesel,manual,rfd - rear-wheel drive,9.0,ford,transit,2023.0,Ford Transit Standard 2023,34372.54617,diesel,2.2,0.0,0.58,0.33,1.0,0.75,0.85
2055450,imported,new car,suv,0,red,brown,5,7,dual turbo oil injection,automatic,4wd - four-wheel drive (4wd),7.0,ford,everest,2023.0,Ford Everest Titanium Plus 2.0L 4x4 AT 2023,40485.92011,diesel,2.0,0.0,0.5,0.67,0.36,0.5,1.0
2056515,imported,new car,hatchback,0,white,black,5,5,electronic fuel injection,manual,fwd - front-wheel drive,5.0,toyota,wigo,2023.0,Toyota Wigo 1.2G MT 2023,14251.04388,petrol,1.2,0.0,0.17,0.67,0.21,0.25,0.35
2062513,imported,new car,hatchback,0,red,black,5,5,dual - vvti,automatic,fwd - front-wheel drive,5.0,toyota,wigo,2023.0,Toyota Wigo 1.2G AT 2023 car,15587.07924,petrol,1.2,0.0,0.17,0.67,0.21,0.25,0.38
2112854,domestic assembly,new car,sedan,0,white,brown,4,5,electronic fuel injection,automatic,rfd - rear-wheel drive,10.0,mercedes benz,c class,2022.0,Mercedes Benz C class C200 Avantgarde Plus 2022,40485.92011,petrol,1.5,0.0,0.29,0.33,0.21,0.88,1.0
2165805,domestic assembly,new car,suv,0,white,black,5,5,skyactive,automatic,fwd - front-wheel drive,7.0,mazda,cx5,2023.0,Mazda CX5 2.0 Deluxe 2023 car,30526.38376,petrol,2.0,0.0,0.5,0.67,0.21,0.5,0.75
2274966,domestic assembly,new car,sedan,0,yellow,cream,4,5,,automatic,fwd - front-wheel drive,6.0,toyota,vios,2023.0,Toyota Vios G 1.5 CVT 2023,22105.31238,petrol,1.5,0.0,0.29,0.33,0.21,0.38,0.55
2301154,domestic assembly,new car,4x4,0,red,black,4,5,dual turbo oil injection,automatic,4wd - four-wheel drive (4wd),7.0,ford,ranger,2023.0,Ford Ranger Wildtrak 2.0L 4x4 AT 2023,39352.31435,diesel,2.0,0.0,0.5,0.33,0.21,0.5,0.97
2301669,domestic assembly,new car,van/minivan,0,white,cream,4,16,turbo diesel,manual,rfd - rear-wheel drive,9.0,ford,transit,2023.0,Ford Transit Standard 2023,34372.54617,diesel,2.2,0.0,0.58,0.33,1.0,0.75,0.85
2301707,imported,new car,suv,0,white,black,5,7,dual turbo oil injection,automatic,4wd - four-wheel drive (4wd),9.0,ford,everest,2023.0,Ford Everest Titanium Plus 2.0L 4x4 AT 2023,40485.92011,diesel,2.0,0.0,0.5,0.67,0.36,0.75,1.0
2302095,imported,new car,suv,0,green,black,5,5,direct fuel injection,automatic,awd - 4-wheel drive (awd),9.0,subaru,forester,2022.0,Subaru Forester 2.0iS EyeSight 2022,40445.43419,petrol,2.0,0.0,0.5,0.67,0.21,0.75,1.0
2314021,imported,new car,suv,0,copper,black,5,7,dual turbo oil injection,automatic,4wd - four-wheel drive (4wd),7.0,ford,everest,2023.0,Ford Everest Titanium Plus 2.0L 4x4 AT 2023,40485.92011,diesel,2.0,0.0,0.5,0.67,0.36,0.5,1.0
2373043,domestic assembly,new car,suv,0,white,black,5,5,skyactiv,automatic,fwd - front-wheel drive,6.0,mazda,cx5,2023.0,Mazda CX5 2.0 Luxury 2023 car,32145.82057,petrol,2.0,0.0,0.5,0.67,0.21,0.38,0.79
2439373,domestic assembly,new car,4x4,0,white,black,4,5,single turbo oil injection,manual,4wd - four-wheel drive (4wd),7.0,ford,ranger,2023.0,Ford Ranger XL 2.0L 4x4 MT 2023,26680.22135,diesel,2.2,0.0,0.58,0.33,0.21,0.5,0.66
2446532,domestic assembly,new car,4x4,0,black,black,4,5,single turbo oil injection,automatic,rfd - rear-wheel drive,7.0,ford,ranger,2023.0,Ford Ranger XLS 2.0L 4x2 AT 2023,27854.31303,diesel,2.2,0.0,0.58,0.33,0.21,0.5,0.69
2446553,domestic assembly,new car,van/minivan,0,white,silver,4,3,turbo oil injection,manual,rfd - rear-wheel drive,9.0,ford,transit,2023.0,Ford Transit Van 940Kg 2023,34372.54617,diesel,2.2,0.0,0.58,0.33,0.07,0.75,0.85
2450325,domestic assembly,new car,crossover,0,white,black,5,5,direct fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,tucson,2022.0,Hyundai Tucson 2.0 AT CRDi Special 2022,40485.92011,diesel,2.0,0.0,0.5,0.67,0.21,0.25,1.0
2450364,domestic assembly,new car,sedan,0,red,cream,4,5,,automatic,fwd - front-wheel drive,5.0,hyundai,accent,2022.0,Hyundai Accent 1.4 AT 2022,18259.14997,petrol,1.4,0.0,0.25,0.33,0.21,0.25,0.45
2450413,domestic assembly,new car,suv,0,silver,brown,5,7,electronic spraying,automatic,awd - 4-wheel drive (awd),5.0,hyundai,santafe,2022.0,Hyundai SantaFe Premium 2.2L HTRAC 2022,40485.92011,diesel,2.2,0.0,0.58,0.67,0.36,0.25,1.0
2457664,domestic assembly,new car,sedan,0,white,cream,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,accent,2022.0,Hyundai Accent 1.4 AT Special 2022,19514.21349,petrol,1.4,0.0,0.25,0.33,0.21,0.25,0.48
2457673,domestic assembly,new car,sedan,0,white,gray,4,5,electronic fuel injection,manual,fwd - front-wheel drive,4.0,hyundai,accent,2022.0,Hyundai Accent 1.4 MT Standard 2022,16437.28357,petrol,1.4,0.0,0.25,0.33,0.21,0.12,0.41
2457693,domestic assembly,new car,sedan,0,white,colorful,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,4.0,hyundai,i10,2023.0,Hyundai i10 1.2 AT 2023 car,16801.65685,petrol,1.25,0.0,0.19,0.33,0.21,0.12,0.41
2457804,domestic assembly,new car,hatchback,0,white,black,5,5,electronic fuel injection,manual,fwd - front-wheel drive,4.0,hyundai,i10,2022.0,Hyundai i10 1.2 MT Standard 2022,13481.8114,petrol,1.25,0.0,0.19,0.67,0.21,0.12,0.33
2520901,domestic assembly,new car,suv,0,white,brown,5,7,electronic oil injection,automatic,awd - 4-wheel drive (awd),5.0,hyundai,santafe,2022.0,Hyundai SantaFe Premium 2.2L HTRAC 2022,40485.92011,diesel,2.2,0.0,0.58,0.67,0.36,0.25,1.0
2538257,imported,new car,suv,0,silver,gray,5,7,multi-point fuel injection,manual,fwd - front-wheel drive,5.0,suzuki,ertiga,2022.0,Suzuki Ertiga GL 1.5 MT 2022,20202.47413,petrol,1.5,0.0,0.29,0.67,0.36,0.25,0.5
2544507,domestic assembly,new car,sedan,0,sand,cream,4,5, direct fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,accent,2022.0,Hyundai Accent 1.4 AT Special 2022,19514.21349,petrol,1.4,0.0,0.25,0.33,0.21,0.25,0.48
2545177,imported,new car,crossover,0,black,black,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,creta,2022.0,Hyundai Creta Standard 1.5 AT 2022,23036.48854,petrol,1.5,0.0,0.29,0.67,0.21,0.25,0.57
2545232,domestic assembly,new car,crossover,0,white,black,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,hyundai,tucson,2022.0,Hyundai Tucson 2.0 AT Standard 2022,31821.93321,petrol,2.0,0.0,0.5,0.67,0.21,0.38,0.79
2545268,domestic assembly,new car,suv,0,red,brown,5,7,electronic fuel injection,automatic,awd - 4-wheel drive (awd),6.0,hyundai,santafe,2022.0,Hyundai SantaFe Premium 2.5L HTRAC 2022,40485.92011,petrol,2.5,0.0,0.71,0.67,0.36,0.38,1.0
2545274,domestic assembly,new car,suv,0,black,brown,5,7,electronic fuel injection,automatic,awd - 4-wheel drive (awd),6.0,hyundai,santafe,2022.0,Hyundai SantaFe Premium 2.5L HTRAC 2022,40485.92011,petrol,2.5,0.0,0.71,0.67,0.36,0.38,1.0
2545864,domestic assembly,new car,suv,0,white,brown,5,7,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,santafe,2022.0,Hyundai SantaFe Standard 2.5L 2022,40485.92011,petrol,2.5,0.0,0.71,0.67,0.36,0.25,1.0
2545890,domestic assembly,new car,hatchback,0,red,black,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,4.0,hyundai,i10,2023.0,Hyundai i10 1.2 AT 2023 car,16153.88213,petrol,1.25,0.0,0.19,0.67,0.21,0.12,0.4
2551314,domestic assembly,new car,crossover,0,black,black,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,hyundai,tucson,2022.0,Hyundai Tucson 2.0 AT Standard 2022,31821.93321,petrol,2.0,0.0,0.5,0.67,0.21,0.25,0.79
2559761,domestic assembly,new car,van/minivan,0,white,cream,5,8,direct oil injection,automatic,fwd - front-wheel drive,8.0,kia,carnival,2022.0,Kia Carnival Luxury 2.2D 2022,40485.92011,diesel,2.2,0.0,0.58,0.67,0.43,0.62,1.0
2575236,domestic assembly,new car,suv,0,white,brown,5,7,common rail,manual,rfd - rear-wheel drive,6.0,toyota,fortuner,2022.0,Toyota Fortuner 2.4G 4x2 MT 2022,40485.92011,diesel,2.4,0.0,0.67,0.67,0.36,0.38,1.0
2613860,imported,new car,suv,0,silver,black,5,7,dual turbo oil injection,automatic,4wd - four-wheel drive (4wd),9.0,ford,everest,2023.0,Ford Everest Titanium Plus 2.0L 4x4 AT 2023,40485.92011,diesel,2.0,0.0,0.5,0.67,0.36,0.75,1.0
2613878,imported,new car,suv,0,grey,black,5,7,single turbo oil injection,automatic,rfd - rear-wheel drive,7.0,ford,everest,2023.0,Ford Everest Sport 2.0L 4x2 AT 2023,40485.92011,diesel,2.0,0.0,0.5,0.67,0.36,0.5,1.0
2613899,domestic assembly,new car,4x4,0,red,black,4,5,single turbo oil injection,automatic,4wd - four-wheel drive (4wd),7.0,ford,ranger,2023.0,Ford Ranger XLT 2.0L 4x4 AT 2023,33603.31369,diesel,2.2,0.0,0.58,0.33,0.21,0.5,0.83
2613995,domestic assembly,new car,suv,0,red,green,5,5,ecoboost turbocharger,automatic,fwd - front-wheel drive,7.0,ford,territory,2023.0,Ford Territory Titanium 1.5 AT 2023 car,36801.70138,petrol,1.5,0.0,0.29,0.67,0.21,0.5,0.91
2614057,domestic assembly,new car,4x4,0,grey,black,4,5,dual turbo oil injection,automatic,4wd - four-wheel drive (4wd),7.0,ford,ranger,2023.0,Ford Ranger Wildtrak 2.0L 4x4 AT 2023,39068.91291,diesel,2.0,0.0,0.5,0.33,0.21,0.5,0.97
2614112,domestic assembly,new car,suv,0,black,green,5,5,ecoboost turbocharger,automatic,fwd - front-wheel drive,7.0,ford,territory,2023.0,Ford Territory Titanium X 1.5 AT 2023,38623.56779,petrol,1.5,0.0,0.29,0.67,0.21,0.5,0.95
2614182,imported,new car,4x4,0,white,black,4,5,dual turbo oil injection,automatic,4wd - four-wheel drive (4wd),8.0,ford,ranger,2023.0,Ford Ranger Raptor 2.0L 4x4 AT 2023,40485.92011,diesel,2.0,0.0,0.5,0.33,0.21,0.62,1.0
2681162,imported,new car,suv,0,white,black,5,7,electronic fuel injection,manual,fwd - front-wheel drive,4.0,suzuki,ertiga,2022.0,Suzuki Ertiga GL 1.5 MT 2022,20202.47413,petrol,1.5,0.0,0.29,0.67,0.36,0.12,0.5
2720166,domestic assembly,new car,suv,0,red,black,5,5,,automatic,fwd - front-wheel drive,7.0,ford,territory,2023.0,Ford Territory Titanium X 1.5 AT 2023,38623.56779,petrol,1.5,0.0,0.29,0.67,0.21,0.5,0.95
2751459,imported,new car,suv,0,white,black,5,7,,automatic,rfd - rear-wheel drive,11.0,toyota,fortuner,2022.0,Toyota Fortuner 2.7L 4x2 AT 2022,40485.92011,petrol,2.7,0.0,0.79,0.67,0.36,1.0,1.0
2772550,domestic assembly,new car,suv,0,white,colorful,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,7.0,mazda,cx5,2022.0,Mazda CX5 2.0 Deluxe 2022 car,30728.81337,petrol,2.0,0.0,0.5,0.67,0.21,0.5,0.76
2978446,domestic assembly,new car,4x4,0,black,colorful,4,5,electronic oil injection,automatic,4wd - four-wheel drive (4wd),7.0,ford,ranger,2023.0,Ford Ranger XLT 2.0L 4x4 AT 2023,31983.87689,diesel,2.2,0.0,0.58,0.33,0.21,0.5,0.79
2986873,domestic assembly,new car,suv,0,white,black,5,7,,automatic,rfd - rear-wheel drive,7.0,toyota,fortuner,2022.0,Toyota Fortuner 2.4L 4x2 AT 2022,40485.92011,diesel,2.4,0.0,0.67,0.67,0.36,0.5,1.0
3035229,domestic assembly,new car,sedan,0,white,black,4,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,mazda,3,2023.0,Mazda 3 1.5L Deluxe 2023,24251.06615,petrol,1.5,0.0,0.29,0.33,0.21,0.25,0.6
3080407,imported,new car,4x4,0,orange,black,4,5,direct spray,automatic,4wd - four-wheel drive (4wd),8.0,ford,ranger,2023.0,Ford Ranger Raptor 2.0L 4x4 AT 2023,40485.92011,diesel,2.0,0.0,0.5,0.33,0.21,0.62,1.0
3080432,domestic assembly,new car,4x4,0,white,black,4,5,direct spray,automatic,4wd - four-wheel drive (4wd),8.0,ford,ranger,2023.0,Ford Ranger XLT 2.0L 4x4 AT 2023,31579.01769,diesel,2.2,0.0,0.58,0.33,0.21,0.62,0.78
3080452,domestic assembly,new car,4x4,0,colorful,black,4,5,direct spray,automatic,rfd - rear-wheel drive,8.0,ford,ranger,2023.0,Ford Ranger XLS 2.0L 4x2 AT 2023,25425.15783,diesel,2.2,0.0,0.58,0.33,0.21,0.62,0.63
3080537,domestic assembly,new car,4x4,0,yellow,black,4,5,electronic spray,automatic,4wd - four-wheel drive (4wd),8.0,ford,ranger,2023.0,Ford Ranger Wildtrak 2.0L 4x4 AT 2023,37651.9057,diesel,2.0,0.0,0.5,0.33,0.21,0.62,0.93
3136657,domestic assembly,new car,suv,0,red,colorful,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,mazda,cx5,2022.0,Mazda CX5 2.0 Premium 2022 car,33157.96857,petrol,2.0,0.0,0.5,0.67,0.21,0.38,0.82
3175737,imported,new car,suv,0,red,brown,5,7,turbo,automatic,rfd - rear-wheel drive,6.0,ford,everest,2023.0,Ford Everest Titanium 2.0L 4x2 AT 2023,40485.92011,diesel,2.0,0.0,0.5,0.67,0.36,0.38,1.0
3177271,domestic assembly,new car,4x4,0,white,gray,4,5,turbo,automatic,rfd - rear-wheel drive,7.0,ford,ranger,2022.0,Ford Ranger XLS 2.2L 4x2 AT 2022,26032.44663,diesel,2.2,0.0,0.58,0.33,0.21,0.5,0.64
3177628,domestic assembly,new car,4x4,0,white,grey,4,5,,manual,4wd - four-wheel drive (4wd),8.0,ford,ranger,2022.0,Ford Ranger XL 2.0L 4x4 MT 2022,25060.78455,diesel,2.2,0.0,0.58,0.33,0.21,0.62,0.62
3193673,imported,new car,suv,0,white,brown,5,7,bi_turbo,automatic,4wd - four-wheel drive (4wd),6.0,ford,everest,2022.0,Ford Everest Titanium Plus 2.0L 4x4 AT 2022,40485.92011,diesel,2.0,0.0,0.5,0.67,0.36,0.38,1.0
3207222,imported,new car,sedan,0,black,brown,4,5,,automatic,rfd - rear-wheel drive,7.0,bmw,7 series,2022.0,BMW 7 Series 730Li M Sport 2022,11295.57171,petrol,2.0,0.0,0.5,0.33,0.21,0.5,0.28
3208256,imported,new car,sedan,0,white,black,4,5,skyactiv,automatic,fwd - front-wheel drive,5.0,mazda,2,2022.0,Mazda 2 1.5 AT 2022,17044.57237,petrol,1.5,0.0,0.29,0.33,0.21,0.25,0.42
3215510,domestic assembly,new car,4x4,0,red,black,4,5,electronic oil injection,manual,4wd - four-wheel drive (4wd),6.0,ford,ranger,2023.0,Ford Ranger XL 2.0L 4x4 MT 2023,25060.78455,diesel,2.2,0.0,0.58,0.33,0.21,0.38,0.62
3268410,imported,new car,suv,0,white,black,5,7, 1.5l,automatic,fwd - front-wheel drive,7.0,mitsubishi,xpander,2022.0,Mitsubishi Xpander 1.5 AT 2022,23805.72103,petrol,1.5,0.0,0.29,0.67,0.36,0.5,0.59
3271281,imported,new car,4x4,0,black,gray,4,5,,automatic,rfd - rear-wheel drive,8.0,mitsubishi,triton,2022.0,Mitsubishi Triton 4x2 AT 2022,26315.84807,diesel,2.4,0.0,0.67,0.33,0.21,0.62,0.65
3276494,domestic assembly,new car,van/minivan,0,silver,cream,4,6,2.3l turbo,manual,rfd - rear-wheel drive,8.0,ford,transit,2022.0,Ford Transit Van 2022,34008.17289,diesel,2.2,0.0,0.58,0.33,0.29,0.62,0.84
